cellline,drug,ic50,tissue
ACH-000810,6918848,-0.674581,SKCM
ACH-000976,66577006,5.521827,NA
ACH-000693,9813758,2.251157,ESCA
ACH-000932,44462760,3.668987,STAD
ACH-000476,44819241,2.616588,LIHC
ACH-000755,10096043,-2.575443,BRCA
ACH-000425,11338033,3.420277,SKCM
ACH-000599,9858940,3.479088,PAAD
ACH-000394,10027278,2.186861,SCLC
ACH-000178,448013,-0.898163,PAAD
ACH-000684,11493598,5.898388,KIRC
ACH-000664,11364421,-1.910004,NA
ACH-000190,16722836,0.859719,NA
ACH-000408,9910224,6.021527,ESCA
ACH-000935,6445533,-1.602391,COAD/READ
ACH-000913,2733526,3.835899,UCEC
ACH-000178,44632017,2.80077,PAAD
ACH-000566,9911830,0.584687,BLCA
ACH-000754,9956222,3.042599,NA
ACH-000546,46191454,3.725159,HNSC
ACH-000978,54676905,5.692936,UCEC
ACH-000410,11754511,6.030688,SARC
ACH-000702,11404337,1.281505,NA
ACH-000048,46931012,4.12735,OV
ACH-000361,44143370,2.90147,LIHC
ACH-000067,25102847,2.755287,LGG
ACH-000135,24889392,1.698413,SKCM
ACH-000294,11647372,-0.810313,LAML
ACH-000473,25102847,1.936485,BLCA
ACH-000190,24785538,2.938573,NA
ACH-000198,24825971,1.520686,LAML
ACH-000979,6918638,-0.766139,PRAD
ACH-000327,25257557,3.916027,LUAD
ACH-000547,24894414,4.522369,BLCA
ACH-000896,10096043,-3.386627,BLCA
ACH-000817,10451420,3.317528,MM
ACH-000960,44632017,0.909907,ALL
ACH-000257,5289247,4.41185,SCLC
ACH-000852,24785538,3.142443,LUAD
ACH-000470,3218,5.114333,COAD/READ
ACH-000957,53394750,5.375049,COAD/READ
ACH-000805,5113032,5.824901,SKCM
ACH-000432,11617559,5.079814,LCML
ACH-000378,11647372,-0.480963,LUAD
ACH-000729,82146,4.311805,SCLC
ACH-000859,11625818,4.925607,BRCA
ACH-000362,24889392,-6.829705,LAML
ACH-000298,5460769,4.91327,SCLC
ACH-000644,25022668,6.450116,SKCM
ACH-000102,6918848,3.404829,GBM
ACH-000704,10027278,2.160076,OV
ACH-000309,4263900,3.113033,LUAD
ACH-000613,31703,-3.554707,SARC
ACH-000055,3796,4.806889,MB
ACH-001106,76044,-0.161822,ALL
ACH-000663,3385,4.064041,OV
ACH-000250,46191454,5.195186,KIRC
ACH-000627,448013,-8.113248,NA
ACH-000514,5289247,4.163696,SCLC
ACH-000347,46943432,1.775982,PAAD
ACH-000679,159324,1.622042,ESCA
ACH-000794,6450816,0.888739,HNSC
ACH-000733,16722836,3.414561,LUAD
ACH-000059,9813758,1.095621,ALL
ACH-000803,11493598,4.338792,SCLC
ACH-000786,44551660,4.160497,DLBC
ACH-000425,42640,5.512092,SKCM
ACH-000788,44551660,2.801825,SKCM
ACH-000231,5113032,6.044427,LGG
ACH-000311,54685215,-0.649552,LUAD
ACH-000596,53394750,2.679018,NA
ACH-000605,2726824,4.203485,ESCA
ACH-000452,9826308,-5.090876,ESCA
ACH-000530,11634725,3.632934,SCLC
ACH-000496,9967941,4.147527,LUAD
ACH-000874,44819241,0.433434,ALL
ACH-000525,5384616,-1.459473,SCLC
ACH-000980,49821040,4.286856,NA
ACH-000609,5280757,-2.746473,GBM
ACH-000953,10200390,0.85432,ALL
ACH-000672,44632017,3.148587,NA
ACH-000102,2375,2.154456,GBM
ACH-000394,16725726,3.306807,SCLC
ACH-000522,46885626,1.517882,BLCA
ACH-000074,82146,2.424935,LCML
ACH-000171,44819241,3.71652,KIRC
ACH-000318,54685215,-0.18698,ESCA
ACH-000414,9967941,2.083968,LUAD
ACH-000752,25102847,2.696548,SCLC
ACH-000514,9549184,4.321744,SCLC
ACH-000204,3218,3.705484,MM
ACH-000570,6918638,1.917884,GBM
ACH-000806,176167,3.456364,NA
ACH-000226,11640390,2.452824,NA
ACH-000007,25124816,2.537102,COAD/READ
ACH-000364,6753378,3.267479,SARC
ACH-000067,16725726,3.691834,LGG
ACH-000386,9956222,0.912907,LAML
ACH-000679,447912,5.052382,ESCA
ACH-000855,446378,-5.472729,ESCA
ACH-000091,9810884,4.245885,OV
ACH-000009,446378,-4.828153,COAD/READ
ACH-000514,5280757,-1.936164,SCLC
ACH-000970,9967941,5.180317,COAD/READ
ACH-000464,10451420,5.997327,GBM
ACH-000789,9967941,5.495013,NA
ACH-000295,25257557,3.36112,LCML
ACH-000532,3385,1.888708,COAD/READ
ACH-000749,11640390,3.193311,SCLC
ACH-000219,82146,1.588029,SKCM
ACH-000885,6852167,5.171116,OV
ACH-000245,24772860,-3.736964,DLBC
ACH-000197,11844351,3.65808,ALL
ACH-000530,11485656,3.08667,SCLC
ACH-000893,9874913,4.988296,LUAD
ACH-000945,446378,-4.407482,LUAD
ACH-000200,54676905,4.242217,LGG
ACH-000824,25102847,3.201417,ESCA
ACH-000489,49806720,5.529584,COAD/READ
ACH-000856,6852167,5.002574,BRCA
ACH-000115,448013,-5.104741,PRAD
ACH-000869,56965967,5.672522,LUAD
ACH-000790,2375,2.434198,SCLC
ACH-000392,11707110,-0.641036,LUAD
ACH-000132,9810884,5.4111,OV
ACH-000681,5460769,-0.239331,LUAD
ACH-000821,2375,4.240526,MM
ACH-000102,3463933,2.772284,GBM
ACH-000401,11617559,4.590546,SKCM
ACH-000168,6918638,-0.657898,LAML
ACH-000257,11493598,4.588749,SCLC
ACH-000674,42642645,-0.932696,STAD
ACH-000250,46931012,5.644147,KIRC
ACH-000976,6445562,1.005654,NA
ACH-000572,9956222,2.229257,SKCM
ACH-000365,82146,2.639543,DLBC
ACH-000788,3463933,0.601565,SKCM
ACH-000613,10200390,1.09567,SARC
ACH-000722,44224160,3.691065,COAD/READ
ACH-000062,9813758,5.262617,LUAD
ACH-000482,4263900,2.08063,LUAD
ACH-000067,6852167,3.258029,LGG
ACH-000567,5746,-0.686224,DLBC
ACH-000298,10390396,2.558979,SCLC
ACH-000536,54676905,5.447008,BRCA
ACH-000250,53340664,3.854446,KIRC
ACH-000496,704473,4.288078,LUAD
ACH-000105,5746,-2.639114,ALL
ACH-000355,446378,-3.838377,SCLC
ACH-000232,446378,-5.2093,GBM
ACH-000857,44224160,0.076553,BRCA
ACH-000235,54676905,6.364362,PAAD
ACH-000070,10096043,-4.102795,ALL
ACH-000702,10172943,-1.200625,NA
ACH-000986,9956222,4.057675,COAD/READ
ACH-000094,9858940,3.406148,PAAD
ACH-000334,10390396,3.774801,DLBC
ACH-000522,11493598,4.297417,BLCA
ACH-000048,10390396,1.555473,OV
ACH-000852,9910224,5.441608,LUAD
ACH-000198,49836027,-3.310989,LAML
ACH-000664,25167777,-4.757389,NA
ACH-000429,9911830,0.465579,KIRC
ACH-000624,54685215,-0.03623,BRCA
ACH-000434,11282283,5.357314,NA
ACH-000861,6445533,-4.114595,LUAD
ACH-000654,78243717,4.293134,DLBC
ACH-000680,46224516,6.714614,COAD/READ
ACH-000806,3796,2.917015,NA
ACH-000896,9868037,4.103538,BLCA
ACH-000818,5460769,6.319005,BRCA
ACH-000480,53340664,3.563101,LIHC
ACH-000881,10390396,1.020125,SKCM
ACH-000305,446378,-1.506114,ESCA
ACH-000365,44819241,3.547281,DLBC
ACH-000672,5460769,4.165525,NA
ACH-000169,44224160,-1.253489,SARC
ACH-000047,10074640,3.11921,STAD
ACH-000161,11485656,3.095381,LUAD
ACH-000422,11373846,4.262603,LIHC
ACH-000470,11493598,7.114866,COAD/READ
ACH-000696,9863776,0.604091,OV
ACH-000733,6445533,1.945222,LUAD
ACH-000599,53394750,5.731328,PAAD
ACH-000320,2733526,3.555503,PAAD
ACH-000024,10109823,2.363723,MM
ACH-000482,11485656,2.403591,LUAD
ACH-000599,11754511,2.348188,PAAD
ACH-000146,10200390,2.280812,LAML
ACH-000386,85668777,6.306267,LAML
ACH-000699,6852167,4.622016,BRCA
ACH-000452,5329102,0.934774,ESCA
ACH-000475,44632017,0.579991,LIHC
ACH-000966,57339144,2.33644,OV
ACH-000965,44551660,3.223073,UCEC
ACH-000020,2726824,3.138173,ALL
ACH-000911,6753378,1.601515,STAD
ACH-000654,9810884,3.596575,DLBC
ACH-000326,6445562,0.236926,LCML
ACH-000778,25195352,4.329416,HNSC
ACH-000855,9952773,4.204841,ESCA
ACH-001306,53340664,4.509726,THCA
ACH-000546,11634725,3.652384,HNSC
ACH-000040,25022668,3.960579,GBM
ACH-000815,9858940,4.248436,NA
ACH-000320,9549184,0.032222,PAAD
ACH-000087,10461815,3.310385,SARC
ACH-000423,46885626,3.304891,SKCM
ACH-000291,9810884,5.189953,OV
ACH-000515,42642645,0.861746,SCLC
ACH-000637,24894414,4.611077,ESCA
ACH-000295,16725726,3.262292,LCML
ACH-000997,46224516,3.043115,COAD/READ
ACH-000832,9884685,0.903248,HNSC
ACH-000643,6918638,-0.378073,BRCA
ACH-000957,24951314,1.25497,COAD/READ
ACH-000061,85668777,7.162882,ALL
ACH-000137,24951314,0.819334,GBM
ACH-000905,82146,3.542404,BLCA
ACH-000295,76044,2.172035,LCML
ACH-000430,24894414,4.389937,UNABLE TO CLASSIFY
ACH-000688,42640,2.851912,OV
ACH-000971,54676905,4.955013,COAD/READ
ACH-000303,11373846,5.741896,STAD
ACH-000491,5746,0.965968,COAD/READ
ACH-000161,3385,2.5836,LUAD
ACH-000605,9549184,2.366695,ESCA
ACH-000353,9956222,2.085934,ESCA
ACH-000227,176167,4.774915,NB
ACH-000094,46224516,4.566912,PAAD
ACH-000950,46224516,5.384333,COAD/READ
ACH-000107,25195352,2.311602,PAAD
ACH-000075,60750,-1.293118,GBM
ACH-000826,3218,2.469125,UNABLE TO CLASSIFY
ACH-000452,9810884,3.883453,ESCA
ACH-000486,10200390,4.566152,BLCA
ACH-000148,3463933,2.071694,BRCA
ACH-000759,71271629,5.301945,BRCA
ACH-000536,25124816,2.181741,BRCA
ACH-000900,16663089,0.979435,LUAD
ACH-001307,46191454,1.868578,THCA
ACH-000525,24785538,-0.927229,SCLC
ACH-000221,46931012,4.924207,LIHC
ACH-000023,9956222,3.067302,PAAD
ACH-000766,44632017,0.603728,LUAD
ACH-000810,42642645,0.276993,SKCM
ACH-000853,9956222,2.380734,NA
ACH-000231,5329102,2.756931,LGG
ACH-000341,10027278,2.764497,NB
ACH-000422,446378,-0.506737,LIHC
ACH-000679,11373846,6.059953,ESCA
ACH-000668,11707110,-0.531295,BRCA
ACH-000738,44224160,-0.8335,GBM
ACH-000971,2375,2.283443,COAD/READ
ACH-000756,49806720,4.001365,LGG
ACH-000218,25195352,1.957114,LAML
ACH-000838,3796,3.33645,MM
ACH-000207,5289247,3.139958,HNSC
ACH-000038,5494449,2.58446,CLL
ACH-000613,9884685,3.450906,SARC
ACH-000161,176167,3.150034,LUAD
ACH-000849,24894414,3.559801,BRCA
ACH-000061,56962337,1.927927,ALL
ACH-000099,159324,2.359662,NB
ACH-000703,11485656,2.392592,SCLC
ACH-000639,25022668,2.443964,SCLC
ACH-000619,42640,5.683429,HNSC
ACH-000212,9910224,5.853973,BRCA
ACH-000343,9952773,4.199857,LUAD
ACH-000605,10390396,3.057499,ESCA
ACH-000950,11485656,2.529274,COAD/READ
ACH-000835,10096043,-3.115918,SARC
ACH-000470,44143370,7.269492,COAD/READ
ACH-000238,16722836,3.551532,HNSC
ACH-000198,42640,1.954718,LAML
ACH-000869,46224516,2.240354,LUAD
ACH-000751,78243717,3.50068,LAML
ACH-000438,16720766,1.848195,NA
ACH-000070,159324,0.130183,ALL
ACH-000691,60750,0.195263,BRCA
ACH-000070,71271629,0.578006,ALL
ACH-000210,25167777,-4.019265,SARC
ACH-000525,49806720,3.698505,SCLC
ACH-000911,2726824,2.688107,STAD
ACH-000890,447912,5.344256,SCLC
ACH-000684,9868037,4.315704,KIRC
ACH-000573,3218,2.133783,BRCA
ACH-000476,46224516,4.433423,LIHC
ACH-000242,5746,0.402553,BLCA
ACH-000078,25257557,-2.341638,NB
ACH-000816,6918638,3.19755,SCLC
ACH-000452,11373846,5.246975,ESCA
ACH-000464,11844351,0.208035,GBM
ACH-000969,16725726,2.140094,COAD/READ
ACH-000142,11640390,3.655467,BLCA
ACH-000353,25257557,0.907292,ESCA
ACH-000939,25124816,2.052465,SARC
ACH-000483,44551660,1.227423,LIHC
ACH-000924,176167,4.453815,UNABLE TO CLASSIFY
ACH-000496,24894414,3.937563,LUAD
ACH-000135,3218,2.109536,SKCM
ACH-000121,46224516,4.627385,LUAD
ACH-000365,6918638,-1.7507,DLBC
ACH-000107,704473,5.533091,PAAD
ACH-000817,447912,3.02853,MM
ACH-000365,24785538,2.167378,DLBC
ACH-000260,9910224,5.93574,NB
ACH-000350,5460769,2.459393,COAD/READ
ACH-000530,5746,0.504897,SCLC
ACH-000264,637858,1.559313,LUAD
ACH-000414,5289247,1.041573,LUAD
ACH-000871,10109823,2.647559,SCLC
ACH-000772,9813758,2.380256,SARC
ACH-000665,3385,4.101567,LUSC
ACH-000267,448013,-3.986479,NA
ACH-000697,521106,4.24589,DLBC
ACH-000703,9884685,1.239826,SCLC
ACH-000410,10096043,-2.884774,SARC
ACH-000410,10027278,2.675885,SARC
ACH-000400,16720766,-0.09762,COAD/READ
ACH-000810,71271629,2.245957,SKCM
ACH-000694,78243717,4.980939,ESCA
ACH-000693,521106,5.884197,ESCA
ACH-000018,5113032,5.507604,BLCA
ACH-000895,71271629,2.771471,COAD/READ
ACH-000991,9910224,6.530937,COAD/READ
ACH-000072,10027278,1.165383,LCML
ACH-000823,159324,-0.211117,ESCA
ACH-000476,5746,-0.52811,LIHC
ACH-000157,11364421,-3.925047,DLBC
ACH-000399,5494449,3.112608,SCLC
ACH-000416,16725726,4.717398,LUAD
ACH-000432,9956222,1.888503,LCML
ACH-000727,637858,5.316765,SCLC
ACH-000878,159324,1.341164,LUSC
ACH-000155,10390396,3.09977,PAAD
ACH-000019,46931012,5.735854,BRCA
ACH-000102,176167,5.516604,GBM
ACH-000567,16725726,2.579238,DLBC
ACH-000174,5460769,-0.670418,THCA
ACH-000425,25195352,4.828793,SKCM
ACH-000828,9863776,3.503587,BRCA
ACH-000099,10113978,3.693167,NB
ACH-000481,704473,4.93667,LUSC
ACH-000074,446378,-5.649485,LCML
ACH-000190,46191454,-0.361717,NA
ACH-000572,521106,3.534976,SKCM
ACH-000480,9810884,4.794437,LIHC
ACH-000754,36314,-2.341503,NA
ACH-000096,56965967,2.578722,SARC
ACH-000859,704473,5.415677,BRCA
ACH-000231,10109823,3.263512,LGG
ACH-000290,2375,4.097094,SCLC
ACH-000775,5289247,-0.860169,NA
ACH-000247,44462760,4.255941,STAD
ACH-000821,6918638,-0.911061,MM
ACH-000694,11625818,5.560699,ESCA
ACH-000589,31703,-2.675718,LUAD
ACH-000345,3062316,3.152712,NB
ACH-000159,49806720,4.081036,KIRC
ACH-000880,46191454,2.265454,STAD
ACH-000886,447912,4.691906,LUAD
ACH-000486,9868037,4.39743,BLCA
ACH-000740,11178236,-4.915994,HNSC
ACH-000910,46885626,3.395894,BRCA
ACH-000609,10096043,-3.798121,GBM
ACH-000254,10461815,3.436755,HNSC
ACH-000137,644215,-2.827294,GBM
ACH-000651,16722836,1.042742,COAD/READ
ACH-000619,46224516,3.322337,HNSC
ACH-000654,3463933,2.055607,DLBC
ACH-000212,53394750,4.575258,BRCA
ACH-000674,6918848,-0.320167,STAD
ACH-000888,11282283,3.829073,LUAD
ACH-000439,24785538,3.755978,LAML
ACH-000950,11338033,3.87274,COAD/READ
ACH-000320,10390396,1.832945,PAAD
ACH-000223,24772860,0.524319,BRCA
ACH-000096,11282283,2.830208,SARC
ACH-000560,44632017,0.285717,STAD
ACH-000628,11282283,6.375793,LUAD
ACH-000554,10074640,3.658212,BRCA
ACH-000244,25167777,-2.848916,GBM
ACH-000451,24889392,2.212667,LUAD
ACH-000250,6914657,0.647879,KIRC
ACH-000786,6852167,2.530201,DLBC
ACH-000987,11647372,3.069666,SKCM
ACH-000804,9903786,3.30871,NB
ACH-000790,56965967,3.162718,SCLC
ACH-000812,11647372,3.028961,SKCM
ACH-000752,9810884,4.820502,SCLC
ACH-000936,82146,3.735492,OV
ACH-000717,10074640,4.001088,ESCA
ACH-000821,5291,2.798953,MM
ACH-000060,46885626,1.848359,PAAD
ACH-000062,10096043,-2.580532,LUAD
ACH-000169,24889392,2.800349,SARC
ACH-000116,11754511,2.52988,OV
ACH-000058,25257557,3.764352,THCA
ACH-000744,56965967,3.797571,LUAD
ACH-000250,3796,5.194975,KIRC
ACH-000290,11647372,2.657576,SCLC
ACH-000414,6918638,-0.72217,LUAD
ACH-000965,6918638,-0.899916,UCEC
ACH-000544,49806720,4.172748,ESCA
ACH-000254,76044,3.015853,HNSC
ACH-000866,16720766,1.05208,SCLC
ACH-000698,9868037,3.168805,SCLC
ACH-000939,16725726,4.61974,SARC
ACH-000914,16722836,2.169871,DLBC
ACH-000361,9910224,5.393509,LIHC
ACH-000440,66577006,3.401013,DLBC
ACH-000157,25124816,2.263481,DLBC
ACH-000643,521106,3.769235,BRCA
ACH-000876,521106,6.343767,BRCA
ACH-000322,448013,-6.235984,SKCM
ACH-001106,2375,4.153127,ALL
ACH-000558,10390396,2.839572,GBM
ACH-000484,9868037,4.708059,KIRC
ACH-000363,53394750,4.709191,MM
ACH-000896,521106,3.460202,BLCA
ACH-000138,60750,-5.775117,PAAD
ACH-000023,16747388,2.65791,PAAD
ACH-000518,10200390,2.269588,HNSC
ACH-000394,25022668,4.05721,SCLC
ACH-000944,9813758,1.866659,DLBC
ACH-000729,60750,-0.216025,SCLC
ACH-000449,10200390,0.033521,SARC
ACH-000652,25195352,2.670675,PAAD
ACH-000004,25126798,-0.414334,LAML
ACH-000451,3463933,1.786439,LUAD
ACH-000924,9810884,5.87168,UNABLE TO CLASSIFY
ACH-000189,447912,6.518371,KIRC
ACH-000488,31703,-1.471792,ESCA
ACH-000832,10451420,5.166824,HNSC
ACH-000009,11178236,-1.25046,COAD/READ
ACH-000113,11485656,1.238273,LAML
ACH-000059,53340664,-2.602801,ALL
ACH-000521,10451420,3.693164,LUAD
ACH-000857,9884685,-0.057812,BRCA
ACH-000113,5394,3.715408,LAML
ACH-000106,25257557,1.418023,CLL
ACH-000383,5746,-0.940371,ESCA
ACH-000906,25167777,-1.615971,OV
ACH-000744,56962337,2.434368,LUAD
ACH-000055,24889392,2.479054,MB
ACH-000730,71271629,2.348918,SKCM
ACH-000105,82146,2.439015,ALL
ACH-000322,76044,-1.050646,SKCM
ACH-000061,24951314,-0.916987,ALL
ACH-000929,446378,-4.506153,UNABLE TO CLASSIFY
ACH-000874,11634725,2.040653,ALL
ACH-000465,44632017,3.453355,SKCM
ACH-000806,24889392,2.223827,NA
ACH-000881,44462760,2.988006,SKCM
ACH-000627,53340664,2.518141,NA
ACH-000662,11707110,-1.950471,NA
ACH-000849,56962337,1.192912,BRCA
ACH-000117,53394750,4.130909,BRCA
ACH-000464,57339144,3.202268,GBM
ACH-000804,3062316,2.187767,NB
ACH-000589,637858,1.777786,LUAD
ACH-000649,54685215,-0.136938,KIRC
ACH-000102,637858,0.776512,GBM
ACH-000102,54685215,-0.025978,GBM
ACH-000200,20635522,1.723765,LGG
ACH-000595,44143370,5.334984,GBM
ACH-000009,11493598,4.26784,COAD/READ
ACH-000258,11282283,3.703849,BRCA
ACH-000258,10390396,2.134548,BRCA
ACH-000913,11647372,1.875597,UCEC
ACH-000242,46224516,5.761422,BLCA
ACH-000298,25022668,4.833702,SCLC
ACH-000943,11626560,2.278321,COAD/READ
ACH-000936,11485656,2.645817,OV
ACH-000420,6918848,0.81463,LIHC
ACH-000957,9967941,5.815333,COAD/READ
ACH-000157,44819241,2.874428,DLBC
ACH-000207,44224160,3.730267,HNSC
ACH-000161,2375,3.101936,LUAD
ACH-000691,9967941,5.842404,BRCA
ACH-000269,54676905,4.858784,GBM
ACH-000400,25126798,4.100747,COAD/READ
ACH-000998,5460769,2.54304,COAD/READ
ACH-000212,10027278,2.575961,BRCA
ACH-000116,24951314,-0.538229,OV
ACH-000421,159324,1.643624,COAD/READ
ACH-000911,11647372,1.833514,STAD
ACH-000258,71271629,2.891632,BRCA
ACH-000535,6445562,3.001843,PAAD
ACH-000759,9903786,6.09287,BRCA
ACH-000001,16747388,5.346714,OV
ACH-000910,11404337,0.46493,BRCA
ACH-000755,53340664,2.638442,BRCA
ACH-000137,16720766,-1.577235,GBM
ACH-000118,42640,3.969232,PAAD
ACH-000792,54685215,0.049612,KIRC
ACH-000667,46224516,1.571328,LUAD
ACH-000118,5289247,3.266888,PAAD
ACH-000372,11707110,1.686317,ALL
ACH-000191,25022668,2.959878,THCA
ACH-000738,11626560,2.222153,GBM
ACH-000416,5746,0.37001,LUAD
ACH-000373,44462760,2.527259,LAML
ACH-000401,9549184,2.931675,SKCM
ACH-000365,24951314,-0.916811,DLBC
ACH-000555,10172943,3.7718,KIRC
ACH-000277,2375,3.418843,BRCA
ACH-000668,6445562,3.049176,BRCA
ACH-000546,9884685,2.413211,HNSC
ACH-000518,54685215,-1.856077,HNSC
ACH-000827,11178236,-4.31449,SKCM
ACH-000974,46943432,4.598564,UCEC
ACH-000713,6753378,3.152132,OV
ACH-000004,11493598,3.933295,LAML
ACH-000969,10113978,3.239128,COAD/READ
ACH-000421,9858940,4.930398,COAD/READ
ACH-000355,85668777,6.544746,SCLC
ACH-000567,9956222,-0.501092,DLBC
ACH-000806,44551660,1.330676,NA
ACH-000814,24756910,0.575742,SKCM
ACH-000273,44224160,0.050001,LGG
ACH-000981,46843772,2.159492,ALL
ACH-000258,176167,1.545815,BRCA
ACH-000330,11617559,6.127066,BRCA
ACH-000628,25124816,3.227479,LUAD
ACH-000144,46224516,2.337753,STAD
ACH-000434,10200390,1.561568,NA
ACH-000157,16038120,-2.731584,DLBC
ACH-000423,16747388,1.845351,SKCM
ACH-000613,10451420,5.050216,SARC
ACH-000530,24889392,2.52047,SCLC
ACH-000295,3463933,2.810024,LCML
ACH-000153,31703,-1.786534,MESO
ACH-000532,25195352,2.945734,COAD/READ
ACH-000439,446378,-1.020846,LAML
ACH-000714,24889392,1.508079,MM
ACH-000861,25195352,2.938847,LUAD
ACH-000703,3218,6.147954,SCLC
ACH-000392,66577006,5.533076,LUAD
ACH-000222,82146,6.144303,PAAD
ACH-000780,16720766,1.011304,SCLC
ACH-000360,5394,6.630217,COAD/READ
ACH-000616,25257557,4.237041,STAD
ACH-001306,5280757,-1.861538,THCA
ACH-000644,24889392,2.782035,SKCM
ACH-000326,447912,3.848587,LCML
ACH-000563,9967941,4.687808,LUSC
ACH-000551,6445562,0.836573,LCML
ACH-000396,11404337,-2.275946,BLCA
ACH-000168,5113032,4.402336,LAML
ACH-000725,9810884,6.34265,BRCA
ACH-000103,71271629,3.451346,OV
ACH-000332,9967941,5.119525,PAAD
ACH-000260,521106,4.26833,NB
ACH-000838,46843772,1.714585,MM
ACH-000048,9952773,1.950495,OV
ACH-000078,16760646,1.417399,NB
ACH-000929,25167777,-2.405677,UNABLE TO CLASSIFY
ACH-000832,447912,4.084561,HNSC
ACH-000625,25257557,4.865788,LIHC
ACH-000111,11625818,3.703433,BRCA
ACH-000235,24894414,5.460176,PAAD
ACH-001075,11617559,5.368868,NA
ACH-000879,44632017,-0.591386,UCEC
ACH-000554,10113978,5.101422,BRCA
ACH-000890,10390396,1.778162,SCLC
ACH-001306,42640,2.89357,THCA
ACH-000311,11282283,5.187581,LUAD
ACH-000260,446378,-3.228692,NB
ACH-000619,25126798,4.284776,HNSC
ACH-000900,10390396,2.414848,LUAD
ACH-000998,16722836,2.259041,COAD/READ
ACH-000986,6914657,-0.964379,COAD/READ
ACH-000693,5113032,5.116319,ESCA
ACH-000536,6852167,2.900306,BRCA
ACH-000615,9868037,4.576896,SKCM
ACH-000294,5280757,-4.929752,LAML
ACH-000874,57339144,2.182312,ALL
ACH-000866,25195352,2.641324,SCLC
ACH-000191,49806720,3.49415,THCA
ACH-000102,24785538,0.406568,GBM
ACH-000394,10172943,0.623355,SCLC
ACH-000351,16747388,3.243959,STAD
ACH-000852,78243717,4.3474,LUAD
ACH-000473,5746,-1.774178,BLCA
ACH-000449,704473,4.485959,SARC
ACH-000881,5289247,0.908947,SKCM
ACH-000886,10113978,3.271177,LUAD
ACH-000697,6445562,-2.295823,DLBC
ACH-000647,44143370,4.274861,ESCA
ACH-000650,53394750,3.03428,SKCM
ACH-000589,9952773,3.374031,LUAD
ACH-000748,6918848,0.184505,SARC
ACH-000403,10113978,3.735778,COAD/READ
ACH-000104,11707110,0.390785,ALL
ACH-000198,46931012,-1.315019,LAML
ACH-001306,448013,-6.001159,THCA
ACH-000482,9967941,4.306275,LUAD
ACH-000491,11404337,0.621271,COAD/READ
ACH-000478,176167,2.860899,LIHC
ACH-000719,46931012,3.454632,OV
ACH-000532,637858,5.752577,COAD/READ
ACH-000074,6918848,-4.000781,LCML
ACH-000386,5746,-0.568466,LAML
ACH-000660,71271629,1.161606,DLBC
ACH-000392,24889392,3.161595,LUAD
ACH-000351,44143370,4.395995,STAD
ACH-000198,24951314,-1.202769,LAML
ACH-000155,2726824,2.636182,PAAD
ACH-000335,5329102,2.59111,MESO
ACH-000534,6753378,2.898763,DLBC
ACH-000906,25126798,3.924539,OV
ACH-000551,49836027,-2.221091,LCML
ACH-000291,56962337,1.952711,OV
ACH-000308,6450816,-2.189386,OV
ACH-000464,9868037,4.164642,GBM
ACH-000245,11634725,1.562972,DLBC
ACH-000416,447912,4.378943,LUAD
ACH-000949,53394750,4.790595,STAD
ACH-000309,16722836,1.996557,LUAD
ACH-000628,25167777,-4.641251,LUAD
ACH-000190,16663089,0.712167,NA
ACH-000361,56965967,3.103833,LIHC
ACH-000136,9858940,3.653022,NB
ACH-000231,5289247,2.718218,LGG
ACH-000482,10109823,1.162176,LUAD
ACH-000669,637858,1.62329,LUSC
ACH-000440,57339144,1.945252,DLBC
ACH-000137,16663089,1.23988,GBM
ACH-000903,9858940,4.142158,THCA
ACH-000979,9810884,5.024103,PRAD
ACH-000823,46931012,2.964434,ESCA
ACH-000969,24756910,0.017921,COAD/READ
ACH-000231,57339144,3.116724,LGG
ACH-000589,25167777,-3.709761,LUAD
ACH-000181,25195352,2.94166,HNSC
ACH-000178,6918848,1.042333,PAAD
ACH-000621,5394,6.107206,BRCA
ACH-000287,44143370,1.419598,DLBC
ACH-000585,6753378,2.605191,LUSC
ACH-000248,46885626,3.687264,BRCA
ACH-000573,9903786,4.511867,BRCA
ACH-000573,9868037,4.035761,BRCA
ACH-000400,44143370,4.259169,COAD/READ
ACH-000291,24894414,4.431552,OV
ACH-000322,11493598,5.334905,SKCM
ACH-000303,5289247,3.617174,STAD
ACH-000956,16725726,2.429626,PRAD
ACH-000231,53394750,4.783458,LGG
ACH-000853,6450816,-3.524189,NA
ACH-000973,24951314,1.653067,BLCA
ACH-000157,448013,-6.625191,DLBC
ACH-000438,9549184,3.044006,NA
ACH-000222,49806720,4.444995,PAAD
ACH-000269,24951314,-0.474985,GBM
ACH-000893,11282283,4.537347,LUAD
ACH-000440,10113978,2.44982,DLBC
ACH-000210,704473,5.090198,SARC
ACH-000859,637858,1.243475,BRCA
ACH-000930,11404337,-2.806361,BRCA
ACH-000830,9910224,5.931655,SCLC
ACH-000183,53394750,2.818234,MM
ACH-000038,71271629,5.272312,CLL
ACH-000353,46931012,2.916027,ESCA
ACH-000096,25126798,4.090375,SARC
ACH-000936,44551660,2.565191,OV
ACH-000847,5460769,0.287,STAD
ACH-000706,9903786,6.104141,LUAD
ACH-000957,49806720,4.480768,COAD/READ
ACH-000438,46943432,4.101813,NA
ACH-000040,46191454,5.479788,GBM
ACH-000595,46931012,5.625578,GBM
